ID,Name,Intelligence,Strength,Speed,Durability,Power,Combat,Total,FullName,AlterEgos,Aliases,PlaceOfBirth,FirstAppearance,Publisher,Alignment,Gender,Race,Height_cm,Weight_kg,EyeColor,HairColor,Occupation,Base,GroupAffiliation,Relatives,ImageURL
485,Naruto Uzumaki,50,80,32,80,100,100,442,,,,,,Shueisha,Good,Male,Human,168,54,,,,Konohagakure,Team 7,,https://www.superherodb.com/pictures2/portraits/10/100/1540.jpg
486,Nathan Petrelli,,,,,,,,Nathan Petrelli,,,,Heroes S01E01,NBC - Heroes,Good,Male,,0,0,Brown,,"formerly a U.S. Congressman, formerly a district attorney, formerly a Navy officer","Mansion in Hyde Park, NY",,"Angela Petrelli (mother), unnamed father (deceased), Peter Petrelli (younger brother), Simon Petrelli (son), Monty Petrelli (son), Claire Bennet (daughter)",https://www.superherodb.com/pictures2/portraits/10/100/949.jpg
487,Nebula,63,52,13,50,42,60,280,,,,,"Avengers #257 (July, 1985)",Marvel Comics,Bad,Female,Luphomoid,185,83,Blue,No Hair,,,"Graces, United Front, former leader of a mercenary band",,https://www.superherodb.com/pictures2/portraits/10/100/10632.jpg
488,Negasonic Teenage Warhead,50,7,8,10,45,35,155,Ellie Phimister,,Warhead,,New X-Men #115,Marvel Comics,Good,Female,Mutant,0,0,Black,Black,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10556.jpg
489,Nick Fury,75,11,23,42,25,100,276,Nicholas Joseph Fury,,Doyle; The Mystery in the Mask; Patch; Scorpio,New York City,Sgt. Fury and His Howling Commandos #1 (1963),Marvel Comics,Good,Male,Human,185,99,Brown,Brown / White,"S.H.I.E.L.D. director; former S.H.I.E.L.D. agent, intelligence agent, soldier and commando leader, parachuting instructor, stunt flyer",,"Secret Avengers, SHIELD (both incarnations); formerly Team Valkyrie, C.I.A., liaison to MI-5, O.S.S., Howling Commandos, U.S. Army","Jack Fury (father, deceased);
unnamed mother;
unnamed stepmother (deceased);
Dawn Fury (half-sister);
Jake Fury (half-brother);
Mikel Fury (son, deceased);
Jerry Sapristi (cousin);
Tina Sapristi (cousin by marriage);
Ernesto, Pietro, Giovanni, Maria, Rosa and Gabriella (1st cousins once removed);",https://www.superherodb.com/pictures2/portraits/10/100/326.jpg
490,Nightcrawler,50,10,47,14,76,80,277,Kurt Wagner,,,Somewhere in the Bavarian Alps,GIANT-SIZE X-MEN #1,Marvel Comics,Good,Male,,175,88,Yellow,Indigo,"Adventurer, Teacher","Xavier Institute for Higher Learning, Salem Center, Westchester County, New York (former) Muir Island, Scotland; Braddock Lighthouse","X-Men, formerly Excalibur","Eric Wagner (father, deceased), Margali Szardos (foster mother), Jimaine Szardos (Daytripper, alias Amanda Sefton, foster sister), Stefan Szardos (foster brother, deceased), Mystique (mother), Graydon Creed (half-brother, deceased).",https://www.superherodb.com/pictures2/portraits/10/100/107.jpg
491,Nightwing,88,11,33,28,36,100,296,Dick Grayson,"Batman II, Robin",Freddie Dinardo; Freddy Loyd; The Target; Renegade; The Worlds Greatest Acrobat; The Aerial Avenger; Pixie Boots; The Boy / Teen Wonder; The Worlds Greatest Detective; The Caped Crusader,Gotham City,"as Dick Grayson and Robin) Detective Comics #38, (as Nightwing) Tales of the Teen Titans #44, (as Batman) Batman #512",DC Comics,Good,Male,Human,178,79,Blue,Black,"Vigilante and detective, former police officer, former Circus Acrobat","Wayne Tower, Gotham City; formerly the Batcave; formerly Bludhaven; formerly New York City","Batman Family and the JLA; formerly the Teen Titans, the New Titans, the Titans and the Outsiders","John Grayson (father, deceased), Mary Grayson (mother, deceased), Bruce Wayne / Batman (adoptive father), Damian Wayne / Robin (foster brother), Jason Todd / Red Hood (adoptive brother), Tim Drake / Red Robin (adoptive brother), Cassandra Cain / Batgirl IV (adoptive sister)",https://www.superherodb.com/pictures2/portraits/10/100/851.jpg
492,Niki Sanders,63,52,35,28,37,56,271,Nicole Sanders,,Jessica; Gina,,Heroes S01E01 - Genesis,NBC - Heroes,Good,Female,,0,0,Blue,Blond,Former casino worker and online webcam operator; currently an agent of the Company,"Las Vegas, NV",,"DL Hawkins (husband), Hal Sanders (father), Micah Sanders (son), Jessica Sanders (sister,deceased), Monica Dawson (cousin-in-law), Damon Dawson (cousin-in-law), Paulette Hawkins (mother-in-law)",https://www.superherodb.com/pictures2/portraits/10/100/952.jpg
493,Nina Theroux,63,5,8,10,68,20,174,,,,,,SyFy,Good,Female,Alpha,0,0,,,,,Alphas,,https://www.superherodb.com/pictures2/portraits/10/100/1529.jpg
494,Nite Owl II,,45,,,,,,Daniel Dreiberg,,,,,DC Comics,Good,Male,,0,0,,,,,Watchmen,,https://www.superherodb.com/pictures2/portraits/10/100/1059.jpg
495,Northstar,50,18,83,56,65,70,342,Jean-Paul Beaubier,,Jean-Paul Martin,"Montreal, Qu�bec, Canada",X-Men #120 (1979),Marvel Comics,Good,Male,,180,83,Blue,Black,"Former terrorist, adventurer, teacher, businessman, novelist, professional skier, trapeze artist, thief",,"None, formerly Hydra, Xavier Institute Faculty/Alpha Squadron (teacher/advisor), X-Men, Alpha Flight, Front de Lib�ration du Qu�bec/Cell Combattre","Jean-Baptiste Beaubier (father, deceased), unnamed mother (deceased), Louis Martin (adoptive father, deceased), unnamed adoptive mother (deceased), Jeanne-Marie Beaubier (Aurora, sister), Joanne Beaubier (adopted daughter, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/1287.jpg
496,Nova,100,85,75,100,100,80,540,Richard Rider,,Rich; Bucket-Head; Human Rocket; Kid Nova; Nova Prime; Quasar,"Queens, NY","NOVA Vol. 1 #1 (September, 1976)",Marvel Comics,Good,Male,Human,185,86,Brown,Brown,"Superhero, also works parttime at Marvel Burger","Mobile & Xandar, also formerly New Warriors headquarters","Nova Corps formely United Front (Leader), New Warriors, Champions of Xandar, Secret Defenders, Defender for a day","Charles Rider (Father), Gloria Rider (Mother), Robbie Rider (Brother) , Ralph Rider (Uncle, deceased) , Ellen (aunt)",https://www.superherodb.com/pictures2/portraits/10/100/109.jpg
497,Nova,63,60,100,100,100,35,458,Frankie Raye,,Frances Hyatt; Human Torch,,"Fantastic Four #164 (November, 1975)",Marvel Comics,Good,Female,Human / Cosmic,163,59,White,Red,,World-ship of Galactus,"Defenders (Valkyrior), formerly Heralds of Galactus, Fantastic Four","""Thomas Raye"" (Phineas T. Horton, stepfather, deceased), Thomas Raymond (Toro, possible biological father); Lanette Raye (mother)",https://www.superherodb.com/pictures2/portraits/10/100/10313.jpg
498,Odin,100,83,67,95,100,90,535,Odin Borson,,"All-Father,Sky-Father; Atum-Re; Woden; Wotan; Oden; Orrin; Harbard; King of Asgard",Asgard,Journey into Mystery #85,Marvel Comics,Good,Male,God / Eternal,206,293,Blue,White,"Deity, Monarch of Asgard, Asgardian God of the Sky, Wind, Wisdom, Crafts, Time, and the Dead, Warrior","City of Asgard, Asgard","Asgardians, Council of Godheads","Buri (Tiwaz) (paternal grandfather), Bolthorn (maternal grandfather), Bor Burison (father, deceased), Bestla (mother), Mimir Burison (paternal uncle), Njord (paternal uncle), Vili, Ve, Cul (brothers), Frigga (wife), Freyr (father-in-law), Gullveig (sister-in-law), Thor (son by Jord), Vidar (son by Grid), Balder (son by Frigga), Tyr, Hermod (allegedly sons by Frigga), Angela (daughter by Frigga), Laussa (daughter by Frigga and Surtur), Loki (foster son), Hoder (nephew), Skadi (niece)",https://www.superherodb.com/pictures2/portraits/10/100/10388.jpg
499,Offspring,50,10,35,99,100,56,350,Luke O'Brian,,Ernie McDunnagh; Plastic Lad,,,DC Comics,Good,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1298.jpg
500,Omega Red,,61,,,,,,Arkady Gregorivich,,Arkady Rossovich; Vasyliev Arkady,,,Marvel Comics,Bad,Male,,211,191,Red,Blond,"Crimelord; former mercenary, KGB agent",,"Red Mafia (kingpin); former employee of Sabretooth, The General, Ivan Pushkin, and Matsu'o Tsurayaba; formerly KGB",,https://www.superherodb.com/pictures2/portraits/10/100/208.jpg
501,Omniscient,,,,,,,,Omniscient is the closest English word that compares to his alien tongue.,,,Another Unknown World,Team Epic Episode 101,Team Epic TV,Good,Male,,180,65,Brown,Black,"Superhero, Grade 9 physics teacher","Toronto, Canada",Team Epic,,https://www.superherodb.com/pictures2/portraits/10/100/1003.jpg
502,One Punch Man,38,100,83,95,55,50,421,Saitama,,Caped Baldy,,"One Punch - Chapter 1, Volume 1",Shueisha,Good,Male,Human,175,69,,No Hair,"Superhero, Sensei",Z-City,,Genos (partner),https://www.superherodb.com/pictures2/portraits/10/100/10522.jpg
503,One-Above-All,100,100,100,100,100,100,600,,,One Above All,,Doctor Strange Vol 2 #13,Marvel Comics,Neutral,,Cosmic Entity,0,0,,,,,,Living Tribunal (creation),https://www.superherodb.com/pictures2/portraits/10/100/10374.jpg
504,Onslaught,88,100,33,100,100,55,476,Onslaught,,Charlie Silus; Sir David The Great; Charles Xavier; Magneto; That Which Shall Survive; the Entity; Dark Xavier,,"X-Man Vol 1 #15 (May, 1996)",Marvel Comics,Bad,Male,Mutant,305,405,Red,No Hair,Would-be destroyer,"Central Park Citadel, Astral Fortress",,"Professor Charles Xavier (fusee, deceased); Magneto (fusee)",https://www.superherodb.com/pictures2/portraits/10/100/13.jpg
505,Oracle,75,11,23,28,19,76,232,Barbara Gordon,Batgirl,Batgirl; Babs; Barbie Doll; O; The Masked Maiden; the Dark Knight Damsel,,Suicide Squad #23 (Jan.1989),DC Comics,Good,Female,Human,178,59,Blue,Red,Computer hacker and Coordinator of the Birds of Prey; Former student; former librarian; former vigilante,"Metropolis, formerly Gotham City","Birds of Prey, Batman Family, Seven Soldiers of Victory, Suicide Squad, Justice League","Roger C. Gordon (father, deceased); Thelma (mother, deceased); James Gordon (uncle/adoptive father); Barbara Eileen Gordon (aunt/adoptive mother); James Gordon Jr. (cousin)",https://www.superherodb.com/pictures2/portraits/10/100/749.jpg
506,Osiris,75,85,60,95,65,42,422,Amon Tomaz,,,,,DC Comics,Good,Male,,0,0,Brown,Brown,,"Shiruta, Kahndaq",,"Isis (Sister, deceased), Black Adam (Brother-in-Law)",https://www.superherodb.com/pictures2/portraits/10/100/1165.jpg
507,Overtkill,,,,,,,,Nicholas Rocca,,OvertWar,,,Image Comics,Bad,Male,,0,0,,,,,"Mafia, Antonio'Tony Twist' Twistelli, Jason Wynn",,https://www.superherodb.com/pictures2/portraits/10/100/866.jpg
508,Ozymandias,100,18,33,20,49,95,315,Adrian Veidt,,The World's Smartest Man,,Watchmen #1,DC Comics,Bad,Male,Human,0,0,Blue,Blond,,,Formerly The Crimebusters,"Friedrich Werner Veidt (father), Ingrid Renata Veidt (mother)",https://www.superherodb.com/pictures2/portraits/10/100/1063.jpg
509,Parademon,9,28,17,50,53,25,182,,,,Apokalips,New Gods #1,DC Comics,Bad,,Parademon,0,0,,,,,Darkseid,,https://www.superherodb.com/pictures2/portraits/10/100/10806.jpg
510,Paul Blart,8,11,21,50,7,5,102,Paul Blart,,Mall Cop,,,Sony Pictures,Good,Male,Human,170,117,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10479.jpg
511,Penance,,,,,,,,,,,,,Marvel Comics,Good,,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/929.jpg
512,Penance I,,,,,,,,,,,,,Marvel Comics,Good,Female,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/930.jpg
513,Penance II,,20,,,,,,Robert Baldwin,Speedball,Formerly Speedball; Masked Marvel,"Springdale, Connecticut",(as Speedball) Amazing Spider-Man Annual #22 (1988); (as Penance) Civil War: Front Line #10 (2007),Marvel Comics,Good,Male,,183,89,Blue,Blond,"Government operative; former adventurer, reality TV star, student, television show intern, engineering intern, lab worker",,Thunderbolts; formerly New Warriors,"Justin Baldwin (father), Madeline Naylor (mother)",https://www.superherodb.com/pictures2/portraits/10/100/900.jpg
514,Penguin,75,10,12,28,30,45,200,Oswald Chesterfield Cobblepot,,,,"DETECTIVE COMICS #58 (December, 1941)",DC Comics,Bad,Male,Human,157,79,Blue,Black,Trader,Gotham City,,"Miranda Cobblepot (Aunt), Miranda (Mother, deceased), Father (deceased)",https://www.superherodb.com/pictures2/portraits/10/100/753.jpg
515,Phantom,,48,,,,,,Christopher Walker,,Mr Walker; Christopher Standish,,,DC Comics,Good,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/889.jpg
516,Phantom Girl,38,10,23,28,53,42,194,Tinya Wazzo,,,,Teen Titans/Legion Special #1 (2004),DC Comics,Good,Female,,168,54,Blue,Black,,"United Planets, Bgztl",,,https://www.superherodb.com/pictures2/portraits/10/100/1184.jpg
517,Phoenix,100,100,83,100,100,80,563,Jean Grey,"Jean Grey, White Phoenix of The Crown",Redd Dayspring; Marvel Girl,,"X-Men #1 (September, 1963)",Marvel Comics,Good,Female,Mutant,168,52,Green,Red,Adventurer,"Xavier Institute of Higher Learning, Westchester County, New York","Formerly X-Men (founding member); Clan Rebellion, Muir Island X-Men; X-Factor/X-Terminators (founding member); Brides of Set","Rachel Summers (daughter from an alternate universe), X-Man (son from an alternate universe), Cyclops (ex-husband), Havok (former brother-in-law), Corsair (former father-in-law), Madelyne Pryor (clone), Cable (adoptive/biological son), Stryfe (cloned biological son), Genesis (grandson)",https://www.superherodb.com/pictures2/portraits/10/100/828.jpg
518,Plantman,63,60,25,55,61,25,289,Samuel Smithers,,Blackheath,"London, England","Strange Tales #113 (October, 1963)",Marvel Comics,Bad,Male,Mutant,183,87,Green,Grey,"Professional Criminal, formerly Gardner","A submarine somewhere in the Atlantic Ocean, formerly London, United Kingdom","Formerly Thunderbolts (as Blackheath), Crime Wave, Defenders (Villains) , New Enforcers, former associate of the Maggia under Count Nefaria, ally of Wizard.",,https://www.superherodb.com/pictures2/portraits/10/100/10487.jpg
519,Plastic Lad,,,,,,,,Luke O'Brian,,Offspring,,,DC Comics,Good,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1299.jpg
520,Plastic Man,50,63,23,100,100,56,392,Patrick O'Brian,,,,"Police Comics #1 (August, 1941)",DC Comics,Good,Male,Human,185,80,Blue,Black,Government Agent,,The FBI; formerly the Justice League of America; the All-Star Squadron and the Freedom Fighters,Offspring (son),https://www.superherodb.com/pictures2/portraits/10/100/756.jpg
521,Plastique,50,10,23,28,60,42,213,Bette Sans Souci,,,,Fury of Firestorm #7,DC Comics,Bad,Female,,168,55,Blue,Red,"Government Agent, former Terrorist, Mercenary","Mobile; formerly Quebec, Canada","Suicide Squad, formerly Bomb Squad, Extreme Justice","Nathaniel Adam (Captain Atom,husband), Margaret Eiling (step-daughter), Randall Eiling (step-son)",https://www.superherodb.com/pictures2/portraits/10/100/1176.jpg
522,Poison Ivy,81,14,21,40,100,40,296,Pamela Isley,,,"Seattle, Washington",Batman #181 (June 1966),DC Comics,Bad,Female,Human,168,50,Green,Red,"Criminal, Botanist",Gotham City,"Formerly Injustice Gang, Suicide Squad, Harley Quinn, Secret Society of Super Villains, Joker League of Anarchy",,https://www.superherodb.com/pictures2/portraits/10/100/757.jpg
523,Polaris,63,73,42,50,100,45,373,Lorna Dane,,Pestilence; formerly Malice; Polarity; Magnetrix; M-2; Magneto the Second,Presumably northern California - not confirmed,"X-Men #49 (October, 1968)",Marvel Comics,Good,Female,Mutant,170,52,Green,Green,"Adventurer, former U.S. government operative, former graduate student in geophysics","Serval Industries, Virginia; formerly X-Factor Investigations Headquarters, Starjammer; Xavier Institute for Higher Learning, Salem Center, Westchester County, New York; Genosha; X-Factor HQ, Washington D.C., Maryland; Mutant Research Center, Muir Island;","X-Factor (Serval Industries); formerly X-Factor Investigations, Starjammers, X-Men, Horsemen of Apocalypse, Genoshan Cabinet, X-Factor (Government), The Twelve, Acolytes, Muir Island X-Men, Defenders for a Day, Marauders (possessed by Malice)","Joseph (father's clone/paternal uncle, deceased), Magneto (father), Magda Lehnsherr (step-mother, deceased), Zaladane (sister, status uncertain), Anya Lehnsherr (paternal half-sister, deceased), Scarlet Witch (paternal half-sister), Quicksilver (paternal half-brother), Nightcrawler (half-brother-in-law), Vision (half-brother-in-law), Crystal (half-sister-in-law), Nocturne (half-niece), Speed (half-nephew), Wiccan (half-nephew), Luna Maximoff (half-niece)",https://www.superherodb.com/pictures2/portraits/10/100/1046.jpg
524,Power Girl,94,100,100,100,100,75,569,Kara Zor-L,,Karen Starr; Nightwing,,All-Star Comics #58 (January/February 1976),DC Comics,Good,Female,Kryptonian,180,81,blue,blond,,,"Justice Society of America, Justice League Europe, Infinity, Inc., Sovereign Seven","Zor-L (father, deceased), Allura (mother, deceased), Jor-L (uncle, deceased), Lora (aunt, deceased), Kal-L (Earth-Two Superman, cousin and adopted father, deceased), Earth-Two Lois Lane (adopted mother, deceased), Equinox (son, deceased), Kara Zor-El (alternate universe version)",https://www.superherodb.com/pictures2/portraits/10/100/758.jpg
525,Power Man,,82,,,,,,Luke Cage,Luke Cage,,,,Marvel Comics,Good,Male,Mutant,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1016.jpg
526,Predator,63,30,25,85,100,90,393,Yautja,,Hunters; Yautja; Hish,Yautja Prime,Predator (1987),Dark Horse Comics,Bad,Male,Yautja,213,234,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10448.jpg
527,Professor X,100,8,12,14,100,32,266,Charles Francis Xavier,,Prof; Dr. X; Professor Xavier; formerly Prisoner M-13,"New York, New York","X-Men #1 (September, 1963)",Marvel Comics,Good,Male,Mutant,183,86,Blue,No Hair,"Mutant leader, mutant rights activist, geneticist, teacher, adventurer, heir, formerly headmaster, soldier (US Army)","Formerly Utopia, San Francisco Bay, California; Genosha; Xavier Institute, Salem Center, Westchester County, New York; Imperial Palace, Chandilar, Shi'ar Empire; Columbia University, Manhattan, New York City, New York","Formerly X-Men (founder; formerly teacher & leader), Illuminati, Genoshan Excalibur, Brotherhood of Evil Mutants (leader), Cadre K, Generation X (founder), Starjammers, The Twelve, New Mutants (founder, teacher & leader), United States Army, X-Corporation","Brian Xavier (father, deceased), Sharon Xavier (mother, deceased), Cassandra Nova (sister), Kurt Marko (stepfather, deceased), Cain Marko (Juggernaut, stepbrother), Lilandra (ex-wife), David Charles Haller (Legion, son, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/113.jpg
